ds,yhat,yhat_lower,yhat_upper
2014-04-16,89.676580997873,10.747059318690065,169.1556316043486
2014-04-17,81.52578542069624,-0.4632344673082065,160.27679231082567
2014-04-18,95.80909772779637,10.150719282702283,174.9378539553702
2014-04-19,145.20515291956266,61.484734712740504,224.0668380351183
2014-04-20,105.87730384108116,26.66913311203296,188.40001346823192
2014-04-21,83.67451855293382,8.65711085949285,165.47786165983365
2014-04-22,81.41526212869519,4.334408849329621,158.25253291309443
2014-04-23,100.39679705304177,21.094526279664905,178.2812235705536
2014-04-24,89.23368165271964,6.81094811569664,167.9223567040432
2014-04-25,100.25798821828724,22.822956916192446,184.32361358047936
2014-04-26,146.21900948178325,71.14522250690018,223.88707312157754
2014-04-27,103.35401765292339,22.49327697850064,177.41137712638906
2014-04-28,77.58747389366495,-4.171693842463713,155.79439363040194
2014-04-29,71.81321751577624,-9.141113427559334,151.62944640338236
2014-04-30,87.40210783337264,7.671574727302215,167.74224869724682
2014-05-01,73.03893531429311,-9.13181995291141,150.04822047506255
2014-05-02,81.12115840948223,1.7119733931896775,162.56703778532764
2014-05-03,124.45726652017218,46.02943876172427,199.26504121093
2014-05-04,79.33636054207054,3.830623229342776,153.40215465555758
2014-05-05,51.7263725660051,-27.37934836160016,129.07164435753873
2014-05-06,44.55547215304625,-32.73056826819285,115.9477852156722
2014-05-07,59.219145306170745,-18.91981868504754,140.860233834738
2014-05-08,44.41677052564518,-30.70664147539269,126.70373179736679
2014-05-09,52.55025060894913,-26.131793198020343,133.57534644293796
2014-05-10,96.42249755071082,15.996214814918991,179.7204814374313
2014-05-11,52.30735368604509,-29.047078018713066,131.42771423906115
2014-05-12,26.148357498184627,-55.821575978834574,103.08192467601258
2014-05-13,20.840883898277152,-60.140138788962815,103.91279051969539
2014-05-14,37.740123580440255,-42.56820185339243,116.33434866843956
2014-05-15,25.49870099612692,-52.03972348915309,104.08402512335431
2014-05-16,36.46646212617004,-41.60766578629381,114.476427634037
2014-05-17,83.3901999840874,8.878350091148706,163.01439952753665
2014-05-18,42.48487039265955,-32.086057731639016,131.70767436703875
2014-05-19,19.63367541124921,-62.63297529490291,104.5368037626924
2014-05-20,17.671513495976022,-61.88931253646233,96.68345298194232
2014-05-21,37.894231297810656,-35.51950436490939,119.26509031101905
2014-05-22,28.89744864780617,-52.096191987088346,109.89004848151319
2014-05-23,42.97746225705416,-34.250257449924696,117.87686727492559
2014-05-24,92.83197324191413,13.309166865456246,169.9545602754857
2014-05-25,54.632171585619425,-28.704856804684717,132.03248556339605
2014-05-26,34.223539145633936,-45.427349819866706,113.61754645527
2014-05-27,34.409858520603045,-44.44330000322816,117.08070466008465
2014-05-28,56.46285505356608,-29.200783914110136,131.50774974858678
2014-05-29,48.961240116365026,-33.00418061624962,137.36427537341453
2014-05-30,64.19166195355876,-11.060976982570018,145.6363946012125
2014-05-31,114.84931403397565,35.70145798681616,196.82262551982373
2014-06-01,77.10974260340372,-4.065989895552047,161.45282155195773
2014-06-02,56.829227176283084,-21.45594069928761,139.8625497865574
2014-06-03,56.82823647830773,-22.36210514858009,130.55391406708725
2014-06-04,78.40040497119146,-0.5247949067543186,162.9116419099156
2014-06-05,70.15081808937582,-11.780652765170156,142.74784440146257
2014-06-06,84.39613404019913,4.195098100043039,168.5010174886514
2014-06-07,133.8643147090636,51.749704018057685,207.7083293016127
2014-06-08,94.76553039902997,16.166634299244024,175.7687745673577
2014-06-09,72.99163504036821,0.10711850233312714,158.04717421326058
2014-06-10,71.39873659575271,-6.3438347107450435,156.0721806532008
2014-06-11,91.3153287947319,7.392804533177827,177.96665685326937
2014-06-12,81.37979163626927,6.552226853966961,162.60277280873171
2014-06-13,93.9398057107158,14.963325709124044,171.8496961175325
2014-06-14,141.7514676024358,65.7729409536676,220.96957194507397
2014-06-15,101.04968305488613,11.772016741489516,177.9960640851654
2014-06-16,77.74724350599638,-1.751241549183078,152.2998515470369
2014-06-17,74.71711656939976,-5.88566467113043,155.26155930816
2014-06-18,93.30042252648163,6.483509761128602,176.65878042832352
2014-06-19,82.1438875020689,5.776319648063591,162.93786949732979
2014-06-20,93.59934741828596,15.748681092275357,177.73129466887534
2014-06-21,140.42305099655562,59.41084120742711,213.22931994988932
2014-06-22,98.84634572262775,19.782147048277935,181.442197902817
2014-06-23,74.7751377231745,1.9183534062252159,151.78341282647636
2014-06-24,71.07264273143966,-7.44148853633781,147.27401276606528
2014-06-25,89.06788194443968,8.108187298603843,171.46757063681864
2014-06-26,77.39371353970961,0.33172491180683356,156.31182689137933
2014-06-27,88.38692442171019,8.380318149850565,174.0253514622345
2014-06-28,134.78814580118924,50.14228424225405,215.80769815390818
2014-06-29,92.8131431193381,5.163820043711386,168.0303212464998
2014-06-30,68.35285798604451,-12.880835003651816,147.06171047079337
2014-07-01,64.25670374333158,-9.864247905173048,145.41366877270957
2014-07-02,81.84155424179086,1.924532740555555,161.86723026962892
2014-07-03,69.73020405904859,-4.848060235732513,153.93672313162918
2014-07-04,80.25181416134356,-3.0956964257393964,158.60410744765434
2014-07-05,126.14209822629452,45.59463168047521,207.93829822912096
2014-07-06,83.61479412509699,6.85614724765039,160.3945349435351
2014-07-07,58.56179468241162,-23.837697336141833,140.05609373804307
2014-07-08,53.836438294728396,-21.388516048610715,136.528404147669
2014-07-09,70.76240046193223,-7.080774408595416,151.2083120097371
2014-07-10,57.97196834622328,-22.486976661444977,136.19391332914043
2014-07-11,67.80621852799567,-9.484542252595134,147.64217061065304
2014-07-12,113.01486143363834,32.912484098012534,190.84144835216134
2014-07-13,69.8273070452296,-10.730094614469682,146.56099895621497
2014-07-14,44.15233768320887,-35.98127574930413,118.22234225816332
2014-07-15,38.860922383395376,-40.17400367052047,118.70499899270007
2014-07-16,55.29452273802639,-23.644718172057495,128.8777203951166
2014-07-17,42.102896747085964,-44.29990819126949,122.50411227334922
2014-07-18,51.64372537867466,-31.097840830609478,129.66817174314207
2014-07-19,96.68194471700464,13.35630076565883,174.53175912386453
2014-07-20,53.46033112878509,-26.949148817130443,128.7058014603958
2014-07-21,27.898738184007524,-49.57053496139559,104.74339852844288
2014-07-22,22.87651056914638,-54.45759326452838,104.21518315525066
2014-07-23,39.740540113602265,-39.09584315068758,120.45749593311993
2014-07-24,27.142768922564244,-55.15110333653011,107.30698853068634
2014-07-25,37.43968089239631,-41.884806705211915,126.13252212513044
2014-07-26,83.39156390521548,0.9049099413665426,163.05481632831115
2014-07-27,41.23311337843551,-39.02757732286248,121.37780232761769
2014-07-28,16.87277588918446,-55.09053720467848,93.84932738476047
2014-07-29,13.17535585930598,-70.20955837832119,92.25883654002642
2014-07-30,31.470345984986636,-49.61994933880896,115.00073401833386
2014-07-31,20.389779900856013,-56.001500921416444,98.19350215516154
2014-08-01,32.268139944402684,-42.53760322646353,113.2504907089137
2014-08-02,79.84209221480391,2.782728052108689,165.84452807510587
2014-08-03,39.32160805020499,-37.62493139246758,122.52179657332749
2014-08-04,16.589857927048843,-58.75012698101554,94.04077176494967
2014-08-05,14.486387204862146,-66.13146916971881,96.45392348455839
2014-08-06,34.316020311576644,-39.214478493440694,118.05813830545574
2014-08-07,24.68727760140695,-53.39109962401647,103.1546081870932
2014-08-08,37.912823665245135,-41.10881572452796,116.48757010491514
2014-08-09,86.70970572328362,10.780669896348728,167.36721516002942
2014-08-10,47.27092851329961,-33.20945650972269,121.89056053150514
2014-08-11,25.46687399862293,-55.15231792753117,104.74640518778385
2014-08-12,24.12539595196184,-58.241387909542816,99.13595837333494
2014-08-13,44.544366209332,-40.57642368252142,127.26785718694626
2014-08-14,35.32911181889878,-42.04646561598031,115.46875866853684
2014-08-15,48.792926804675375,-24.99069618035518,129.19056904142198
2014-08-16,97.65728118873342,18.442108630608967,177.892359499998
2014-08-17,58.12327384703063,-31.127930779071825,140.13462407284882
2014-08-18,36.07170612019972,-45.647554506062974,115.26021333043015
2014-08-19,34.34628023333967,-49.78818215513107,111.17689768863296
2014-08-20,54.26236762937985,-30.204392182189427,130.95974344116487
2014-08-21,44.445133890868306,-33.3903818608362,126.9221330005414
2014-08-22,57.2295453847745,-31.361940286688263,136.08519155600808
2014-08-23,105.36002639974114,29.189107859948262,182.72706420955404
2014-08-24,65.06132689512341,-19.25246507361853,142.6783796766668
2014-08-26,39.75695450502316,-36.43402913072551,120.11133852266298
2014-08-27,58.955704636861434,-20.96196330519737,136.85572616584213
2014-08-28,48.47984935128653,-26.30485194616685,125.94528844802561
2014-08-29,60.68259070877998,-19.84845738490438,139.9339819826842
2014-08-30,108.3239121486028,26.05840865040918,186.52074591426413
2014-08-31,67.64104334948881,-12.733943224657867,143.61554464148705
2014-09-01,44.547606462248446,-41.94314925721866,123.30221610380478
2014-09-02,41.915972093853696,-35.87690983844335,123.85239606882932
2014-09-03,61.08529259358436,-24.223600638217444,144.44645195149323
2014-09-04,50.699019307142365,-26.02161192418991,130.5564782726423
2014-09-05,63.10444592634548,-10.489803758813723,140.01518805784076
2014-09-06,111.05206023125409,24.8538721044119,188.51188026039011
2014-09-07,70.76627401240589,-5.304314330298548,152.91580125261765
2014-09-08,48.14516937749267,-30.848217134626637,130.13537188755322
2014-09-09,46.042575443057984,-32.25136486497454,130.36078042103105
2014-09-10,65.77734518367366,-11.685084571151162,147.12013065912797
2014-09-11,55.97121393360962,-21.397172277275388,138.1322659405524
2014-09-12,68.94897358457457,-10.958393957975675,148.03327273707225
2014-09-13,117.43848757729114,35.090070774511396,203.38575533357394
2014-09-14,77.64209937919307,-3.8131197519036584,153.68837913450525
2014-09-15,55.436813539460225,-28.3949379672137,135.6868068010933
2014-09-16,53.657751460701306,-22.86453578820076,132.61311265913326
2014-09-17,73.60732099850806,-4.712641583861364,154.28203455860935
2014-09-18,63.89387656151858,-17.847087722425417,142.38257077317164
2014-09-19,76.83238104995083,-0.2539388190583738,159.5295740722839
2014-09-20,125.1448210853473,45.31536652373913,201.56564390621097
2014-09-21,85.03191522787621,9.63572295569071,161.51208493716192
2014-09-22,62.37348355101675,-17.920134529676716,139.99737605070862
2014-09-23,60.0119726120354,-20.020212902293988,136.84162369478506
2014-09-24,79.26156970397699,-1.1660180478824809,154.17824255847347
2014-09-25,68.7466809376748,-12.975507353361579,147.05332804630066
2014-09-26,80.80228558569114,2.157262941466976,167.59648251732602
2014-09-27,128.17392253056948,42.770558299218216,205.50622205064616
2014-09-28,87.08885615825642,7.915577165000088,164.97355831993036
2014-09-29,63.455800878184604,-15.91855020548767,142.0273357477227
2014-09-30,60.14771208774016,-18.944466349119825,142.07888364511172
2014-10-01,78.51009395925017,1.0661456428507579,159.88199237193967
2014-10-02,67.19861745366157,-6.3868034314673565,146.3933255107411
2014-10-03,78.57858181106181,-3.431229327026061,153.791186238919
2014-10-04,125.4239976640772,46.99439961625976,201.76851121882444
2014-10-05,84.00738318361866,3.540291304282588,166.24155376153482
2014-10-06,60.240072178103304,-22.13570855449396,141.98122317406293
2014-10-07,57.01277337287079,-20.537486102559686,140.142240279094
2014-10-08,75.68364610455193,-4.32762589914888,146.73602036696133
2014-10-09,64.91531116356629,-14.402436313820912,148.29620186560228
2014-10-10,77.07382869272988,-3.6531674405733665,156.7425802365294
2014-10-11,124.92743824750204,52.262281264406255,204.91363305845968
2014-10-12,84.71664561325179,6.968886928234156,162.84606107151518
2014-10-13,62.353069799113825,-15.046522554057354,138.60603358616737
2014-10-14,60.701588305825155,-17.288192897617208,136.45031985519603
2014-10-15,81.0882564793624,5.684323100783023,168.1232652937072
2014-10-16,72.1378141622347,-10.92416457810342,150.34685883917794
2014-10-17,86.17332640416835,11.486078391750423,163.86770772410696
2014-10-18,135.91574306552002,55.141511488088426,219.5445536992394
2014-10-19,97.5549474112488,20.562318521773907,179.82971401773347
2014-10-20,76.94968863432922,-0.6998828674460315,155.1665013442426
2014-10-21,76.91091426462573,-0.9309320285458569,155.9193019885357
2014-10-22,98.71095291146683,21.89999987727153,185.22016604297016
2014-10-23,90.92233249563365,11.730040411086431,169.9174416615388
2014-10-24,105.8187505804748,29.777345546883932,183.70464546185568
2014-10-25,156.07595007006626,80.55783133147543,236.72894646531165
2014-10-26,117.8440381175054,31.875425866006236,197.6147682937608
2014-10-27,96.9486110027631,16.127560778482515,177.0555801570673
2014-10-28,96.17516961880665,12.198149858036087,170.50472530028625
2014-10-29,116.77924634166797,31.9891291963823,201.5183992533606
2014-10-30,107.32600117845736,25.51650116399291,188.877225259081
2014-10-31,120.09177968171883,36.63362170624374,196.2082176213393
2014-11-01,167.82108732515383,89.9013994728569,248.20178514781637
2014-11-02,126.63189358458628,53.36598072149725,209.84719664877682
2014-11-03,102.3838348879778,20.307550553842763,183.05462935404194
2014-11-04,97.90657800196905,18.83382654183127,177.0482222527485
2014-11-05,114.50937324540187,33.984619406340094,195.68994272327072
2014-11-06,100.81983935384014,23.457114840941788,186.86685968818608
2014-11-07,109.18448391875786,22.328806873325483,186.35045698681213
2014-11-08,152.36870944245592,72.1366584655758,236.84902892745538
2014-11-09,106.62784942781519,25.711206618976956,186.63189542692592
2014-11-10,77.90661374006137,-0.5561675767564642,156.3773453416862
2014-11-11,69.12145415119961,-6.4194801129477135,148.9205968807291
2014-11-12,81.6683065317612,-3.976855572598218,157.11109622324886
2014-11-13,64.25951210234761,-11.256020536244083,145.71683676887025
2014-11-14,69.32246275356022,-10.530620496785474,148.0123459048592
2014-11-15,109.69776287753288,27.01416338402619,190.65165725659114
2014-11-16,61.70849488232328,-16.30120641251507,139.03844301270968
2014-11-17,31.35800973275981,-45.969334535921355,112.92020499204959
2014-11-18,21.610793875741454,-56.16513501124648,101.38905625080831
2014-11-19,33.89890682425822,-45.8544122709507,114.06879101623223
2014-11-20,16.957826029661152,-61.05893336640588,97.12538091064197
2014-11-21,23.2242737948093,-51.73702385423985,104.056846571685
2014-11-22,65.53384315333274,-9.861278426963402,144.4704680311038
2014-11-23,20.19002841059942,-57.70729640956924,97.81769672783554
2014-11-24,-6.837906294264112,-86.3048833548003,70.23178488299152
2014-11-25,-12.633663960337131,-90.5819814585069,65.22995750234153
2014-11-26,4.17323494572691,-81.13203245811243,81.0793083329012
2014-11-27,-7.755683952866442,-89.43381617830838,66.47428976294358
2014-11-28,3.988985083822678,-82.52488706439152,78.42579980657659
2014-11-29,52.09063370349403,-30.901310859048518,131.062908806241
2014-11-30,12.750576781151347,-67.98482786423332,89.65752557616294
2014-12-01,-8.16976559237282,-88.51800436023997,72.75236935159406
2014-12-02,-7.86543421636698,-90.07211869083234,74.56297661293341
2014-12-03,14.921503112434465,-69.36853698001167,96.3819008287281
2014-12-04,8.741163691161896,-69.92939300151596,86.62760230506768
2014-12-05,25.837347011332266,-56.93492424444596,106.75484382780635
2014-12-06,78.8490577351098,-3.202200596595578,153.69672004591814
2014-12-07,43.883577690914485,-27.453234331621545,121.22288656484092
2014-12-08,26.718432985812115,-58.67564850793421,100.20957886783196
2014-12-09,30.08672265540774,-50.489309188670575,109.21494904006917
2014-12-10,55.18821026016476,-26.56677600059756,134.47796998917553
2014-12-11,50.52991625598953,-29.569212143539534,138.0615413609661
2014-12-12,68.32868331347335,-7.104205627389801,145.6830181785533
2014-12-13,121.21342743289983,44.091833047284986,201.76602092049814
2014-12-14,85.29857733543044,4.055425401151172,161.78179370000305
2014-12-15,66.38603550156353,-9.133229684637378,144.85150236720906
2014-12-16,67.25012288116582,-10.799718526108583,149.31661771869196
2014-12-17,89.14791283425782,14.484895175470688,172.62020420764003
2014-12-18,80.65870482843684,6.507105759873387,158.40092308769343
2014-12-19,94.0851311358889,13.668353181532671,171.97224953761256
2014-12-20,142.15363841652248,61.725138552229545,217.24387830650878
2014-12-21,101.08588310720832,30.232149769223234,184.46363847299173
2014-12-22,76.79841706834131,-7.951347824037567,148.232878910806
2014-12-23,72.1851743036675,-8.430199419416775,155.65689809524628
2014-12-24,88.62521775495976,10.460664697517215,165.95893480051123
2014-12-25,74.85979057800945,-6.790110492236104,157.62498213002002
2014-12-26,83.27003936594397,-0.24877939231513002,162.44384457986408
2014-12-27,126.69558085494347,44.593622397763276,212.50987795822775
2014-12-28,81.4631406991762,1.5525958044292432,157.19016489586193
2014-12-29,53.583883100043884,-26.303479981163633,135.09143365871464
2014-12-30,46.033759348087116,-34.687851203655406,124.10155055792097
2014-12-31,60.25938395677822,-23.387911663085735,141.45987512562317
2015-01-01,45.013289775736794,-30.263957009339244,125.32704755384414
2015-01-02,52.751151581913376,-28.544310478843197,135.13690594987114
2015-01-03,96.32880944451064,16.340054773335954,175.54796329720017
2015-01-04,52.07071122191827,-29.123016888078396,131.27359506869536
2015-01-05,25.9672201948221,-52.000112230757935,106.25451618589396
2015-01-06,20.955355633107565,-65.95439083078678,111.29361919904053
2015-01-07,38.42546831160128,-41.91493272645432,119.47499569575476
2015-01-08,27.057686355726478,-51.88518634810072,103.91351421583195
2015-01-09,39.22069589575998,-46.96879124149084,115.84765642252846
2015-01-10,87.67065430489917,12.400841653841997,170.55371823310813
2015-01-11,48.62181410662024,-30.09228910905966,128.17105971389145
2015-01-12,27.946255429996913,-53.14519014008572,112.80713858155104
2015-01-13,28.457240925923386,-51.984186469924076,108.57995332202164
2015-01-14,51.41863672941569,-23.48113083730962,132.97205905428837
2015-01-15,45.384173207362245,-31.338669895368195,125.06523850634265
2015-01-16,62.5990465309803,-14.791920068947256,140.72980765981205
2015-01-17,115.70159507568053,38.311716250646185,195.92717535151692
2015-01-18,80.79656609125851,-2.9082597095577074,166.10211661608446
2015-01-19,63.657310474073164,-14.900220348351183,137.05003478339984
2015-01-20,67.01136349082073,-3.9373414605387627,140.11617303312815
2015-01-21,92.05182340327991,9.540821329633172,171.90055414065648
2015-01-22,87.27816175073366,9.017598146930936,167.58222770052313
2015-01-23,104.89912093564247,24.535357773128947,188.58182232828358
2015-01-24,157.5352133332564,80.0703018930508,242.4652159745437
2015-01-25,121.29241370938728,40.32534499869845,200.1161306743751
2015-01-26,101.96435379839562,26.665899977726134,183.36770429021246
2015-01-27,102.31747678677507,21.1310193744171,182.17196298920246
2015-01-28,123.60155416286077,47.53617327552538,208.04806348368277
2015-01-29,114.389313559924,34.041260053258675,190.43629263119703
2015-01-30,126.97767011624336,43.49449632287927,201.98015076674633
2015-01-31,174.08830365064745,93.69949878986127,245.2110301703338
2015-02-01,131.9391220163177,53.417820736715356,213.03540028648075
2015-02-02,106.44398943312403,20.71382580890315,186.95223148041333
2015-02-03,100.49523372060511,19.900802705017814,181.9017846911497
2015-02-04,115.47139511536558,38.66009782350185,194.2997179928708
2015-02-05,100.07402817641672,18.749080820026734,176.72908385499892
2015-02-06,106.72611336682947,28.15914356686038,186.69653475001903
2015-02-07,148.26988437319338,71.45226959161934,230.74763929376292
2015-02-08,101.03567351275564,19.467969459748964,179.83049829317738
2015-02-09,71.03921280570643,-8.85694636633506,152.85874134173437
2015-02-10,61.26195884772245,-18.022494876727077,139.18117127714982
2015-02-11,73.15695257040977,2.4712175424370404,154.79923011913755
2015-02-12,55.484066888590654,-21.31781080117481,136.05860197495542
2015-02-13,60.70723246726313,-18.691671246778583,143.57191399483997
2015-02-14,101.69147271414296,21.73768038828778,182.8717698827292
2015-02-15,54.771366249347096,-24.872850324056706,132.1198519197766
2015-02-16,25.94838085474071,-49.9805607993646,109.1609088786726
2015-02-17,18.17164388852568,-61.0460820854931,96.29592684512238
2015-02-18,32.84464761696306,-52.674083496291885,113.22132404734782
2015-02-19,18.661720779428208,-61.63646707402522,103.79027206171003
2015-02-20,28.00682627640655,-52.55705650524775,104.14463946878695
2015-02-21,73.65247801259787,0.07339558398450069,150.64863157165257
2015-02-22,31.830350155645146,-49.935571901328586,108.48055460133052
2015-02-23,8.430972046972224,-68.05421976864118,91.34259857231407
2015-02-24,6.287018404582582,-74.81779958045196,89.49858857924711
2015-02-25,26.68263470305706,-54.53947407521815,107.94264953128246
2015-02-26,18.19256854170438,-57.943243312453674,91.4330820759917
2015-02-27,33.083606039803605,-44.61937614465657,108.37721926760955
2015-02-28,84.01604634255028,2.206102680213913,162.00319835646312
2015-03-01,47.11672995268352,-33.33435599588197,124.96362903145895
2015-03-02,28.180960256940168,-50.83920585741734,113.70695168454407
2015-03-03,29.957778943297882,-47.66301199443404,107.36725727353085
2015-03-04,53.660992261967074,-23.13807985361522,132.24008965362262
2015-03-05,47.80968298199439,-36.22415350712181,129.313972064499
2015-03-06,64.6306788652087,-11.97895837705941,140.55961498514674
2015-03-07,116.76069085935505,37.338838195323916,201.99043322816055
2015-03-08,80.31962556905921,0.6169724617709395,160.65460219341318
2015-03-09,61.112409110183975,-19.132795197772914,143.4956433302827
2015-03-10,61.91378965414623,-21.14631575983169,139.78240834796566
2015-03-11,83.97853084422704,2.546732070558161,163.08656667043175
2015-03-12,75.88075434617076,-2.122162681825374,155.6904505852462
2015-03-13,89.91493331261645,6.876624853125018,165.22314246991863
2015-03-14,138.7962876652531,62.24558654503936,217.63155068355468
2015-03-15,98.73212923642774,17.803725453639725,180.91851449896004
2015-03-16,75.62154205886189,-0.5711817906595213,158.49344710915358
2015-03-17,72.33791689894042,-5.674633637717879,151.73808145377978
2015-03-18,90.23680604581698,9.736107386361748,163.53780787903867
2015-03-19,77.99291173963229,0.5969648653220792,161.21488019218063
2015-03-20,87.99876458432044,9.257956869344936,172.9227922999764
2015-03-21,133.06289590278408,53.92768785881141,212.61303187716894
2015-03-22,89.47910229790264,6.8554167070114485,169.11978734044243
